거주동 코드,거주동 이름,대표_편도통근시간_분,대표_편도통근거리_km,대표_편도교통비_원,월_통근시간_분,월_통근시간_시간,월_통근교통비_원,월_통근시간_기회비용_원,주요_출근목적지_목록,주요목적지_누적출근비중,거주동_전체_출근량,선택목적지_출근량합,API_경로포함률,교통비_산출포함률,내부통근비중,대표_편도도보시간_분,도보시간_산출포함률,대표_편도환승횟수,환승횟수_산출포함률,월평균_출근일수_가정,시간가치_원_시간,거주동 이름_network,통근권_코드,통근권_행정동수,출근_유출량,동일통근권_내부출근량,동일통근권_내부출근비율,외부통근권_출근량,외부통근권_이동비율,주요_목적지통근권코드,주요_목적지통근권_출근량,주요_목적지통근권_비중,목적지_개수,목적지_HHI,목적지_엔트로피,목적지_정규화엔트로피,유효_목적지수,최대_목적지비중,주요_출근목적지,출근_유입량,출근_순유입량,출근_유입유출비,통근권_대표업무중심지_코드,통근권_대표업무중심지_이름,대표업무중심지_출근유입량,내부통근_출근량,내부통근_비중,루바인_모듈러리티,간선필터_분위수,간선필터_최소이동량
11110515,청운효자동,26.2809058818,6.0483975635687,1539.6683740534345,1103.7980470356,18.39663411726,64666.07171024424,189853.2640901232,"사직동, 종로1.2.3.4가동, 청운효자동, 명동, 소공동",0.800782899670248,564412.04,451971.51,1.0,0.9043547678480884,0.0956452321519115,9.016528665327408,0.9043547678480884,0.8330192548886375,0.9043547678480884,21.0,10320.0,청운효자동,2,92,564412.04,356964.29,0.6324533580112854,207447.75000000006,0.36754664198871456,2,356964.29,0.6324533580112854,364,0.031080319711616712,4.3876041062464965,0.7440206249874926,80.4474443700048,0.09870492840655914,사직동 | 종로1.2.3.4가동 | 청운효자동 | 명동 | 소공동,682327.04,117915.0,1.2089165213413944,11110615,종로1.2.3.4가동,13113292.16,43228.92,0.07659106634224173,0.30782946022911206,0.25,442.0
11110650,혜화동,24.8816412773,5.3386644048972,1485.8549329404366,1045.0289336466,17.417148894110003,62405.90718349833,179744.97658721523,"혜화동, 종로1.2.3.4가동, 이화동, 종로5.6가동, 역삼1동",0.8004590093681481,760903.86,609072.35,1.0,0.8517114920747921,0.1482885079252079,8.163841534694354,0.8517114920747921,0.2908545274040453,0.8517114920747921,21.0,10320.0,혜화동,4,72,760903.86,264104.32,0.34709289028971413,496799.54,0.6529071097102859,2,264880.97000000003,0.34811358428382794,383,0.036419932988310436,4.361381322823962,0.7332474221750924,78.36530748275887,0.11869887215449268,혜화동 | 종로1.2.3.4가동 | 이화동 | 종로5.6가동 | 역삼1동,796723.21,35819.34999999998,1.0470747381936003,11110630,종로5.6가동,2771806.47,90318.43,0.11869887215449268,0.30782946022911206,0.25,442.0
11110670,창신1동,23.0691810124,4.8529856687336,1494.386037094863,968.9056025208,16.14842670868,62764.21355798424,166651.7636335776,"종로1.2.3.4가동, 창신1동, 종로5.6가동, 창신2동, 광희동",0.8010985757961923,204779.68,164048.71,1.0,0.9110668410620236,0.0889331589379764,9.648519552654122,0.9110668410620236,0.4197692079346318,0.9110668410620236,21.0,10320.0,창신1동,2,92,204779.68,111574.39,0.5448508855956802,93205.29,0.45514911440431977,2,111574.39,0.5448508855956802,386,0.0253666738939204,4.468017842283781,0.750191377822202,87.18373970759043,0.08263383359130164,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 창신2동 | 광희동,599480.01,394700.33,2.927438943160767,11110615,종로1.2.3.4가동,13113292.16,14589.37,0.07124422696626932,0.30782946022911206,0.25,442.0
11110680,창신2동,23.5905393378,4.6232307998,1495.0546572134404,990.8026521876,16.51337753646,62792.29560296449,170418.0561762672,"종로1.2.3.4가동, 창신1동, 종로5.6가동, 창신2동, 광희동",0.8019046207228091,361303.43,289730.89,1.0,0.9258567838589804,0.0741432161410197,10.085005465478323,0.9258567838589804,0.2195796163931407,0.9258567838589804,21.0,10320.0,창신2동,2,92,361303.43,185768.56,0.51416218218576,175534.87,0.48583781781423996,2,185768.56,0.51416218218576,326,0.02825793706676735,4.3718823843414985,0.7554795076233024,79.19256232253083,0.08615794209315976,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 창신2동 | 광희동,139633.9,-221669.53,0.38647266647869905,11110615,종로1.2.3.4가동,13113292.16,21481.58,0.05945578761873366,0.30782946022911206,0.25,442.0
11110690,창신3동,25.6011883418,6.0840888168316,1426.1173962937014,1075.2499103556,17.92083183926,59896.93064433546,184942.9845811632,"종로1.2.3.4가동, 종로5.6가동, 명동, 숭인1동, 창신1동",0.802906587000897,322678.11,259080.38,1.0,0.9756165248792672,0.0243834751207328,8.253222104722727,0.9756165248792672,0.8052378245472256,0.9756165248792672,21.0,10320.0,창신3동,2,92,322678.11,148981.02,0.46170166299784016,173697.09,0.5382983370021598,2,148981.02,0.46170166299784016,330,0.018623325865881103,4.62292347025683,0.79718048076038,101.79118105510864,0.06101575963736741,종로1.2.3.4가동 | 종로5.6가동 | 명동 | 숭인1동 | 창신1동,102323.98,-220354.13,0.31710852651269095,11110615,종로1.2.3.4가동,13113292.16,6317.28,0.019577652788408857,0.30782946022911206,0.25,442.0
11110700,숭인1동,23.4705466332,5.8321110310082,1481.8990907313575,985.7629585944,16.42938264324,62239.76181071702,169551.2288782368,"종로1.2.3.4가동, 창신1동, 종로5.6가동, 숭인1동, 숭인2동",0.8021343981177902,369557.11,296434.47,1.0,0.9533694917463548,0.0466305082536454,7.081474958224749,0.9533694917463548,0.8404304433860067,0.9533694917463548,21.0,10320.0,숭인1동,2,92,369557.11,182290.09,0.4932663587503431,187267.02,0.5067336412496569,2,182290.09,0.4932663587503431,352,0.019554020805701983,4.581447463203789,0.7813328168166164,97.65564490744237,0.0641889422720077,종로1.2.3.4가동 | 창신1동 | 종로5.6가동 | 숭인1동 | 숭인2동,232904.01,-136653.09999999998,0.6302246762347503,11110615,종로1.2.3.4가동,13113292.16,13822.89,0.037403934671964505,0.30782946022911206,0.25,442.0
11110710,숭인2동,23.6502191218,5.3553892413658,1527.8205108915995,993.3092031156,16.55515338526,64168.46145744719,170849.18293588315,"종로1.2.3.4가동, 명동, 숭인2동, 종로5.6가동, 소공동",0.802870783073413,695525.21,558416.87,1.0,0.949119535016913,0.0508804649830869,7.002263696941695,0.949119535016913,0.2980074880767916,0.949119535016913,21.0,10320.0,숭인2동,2,92,695525.21,346135.39,0.49766045144503107,349389.81999999995,0.502339548554969,2,346135.39,0.49766045144503096,394,0.021746071788207023,4.577026690048616,0.7658564163171432,97.22488430298041,0.08914854430653923,종로1.2.3.4가동 | 명동 | 숭인2동 | 종로5.6가동 | 소공동,774886.46,79361.25,1.1141026218158216,11110615,종로1.2.3.4가동,13113292.16,28412.51,0.04085043876411036,0.30782946022911206,0.25,442.0
11140520,소공동,15.46147863,2.149758877637,2194.1438415727284,649.38210246,10.823035041,92154.0413460546,111693.72162312,"소공동, 명동, 회현동, 충현동, 종로1.2.3.4가동",0.8008913545407705,392164.94,314081.51,1.0,0.6245268306306857,0.3754731693693143,9.265984016507089,0.6245268306306857,0.3951975032873688,0.6245268306306857,21.0,10320.0,소공동,2,92,392164.94,320765.64999999997,0.8179355604812607,71399.29000000004,0.18206443951873932,2,320765.64999999997,0.8179355604812607,409,0.1254537079872457,3.1759427463571965,0.5281165908175568,23.949387426715603,0.3007132152099063,소공동 | 명동 | 회현동 | 충현동 | 종로1.2.3.4가동,7356283.17,6964118.2299999995,18.75813572217853,11110615,종로1.2.3.4가동,13113292.16,117929.18,0.3007132152099063,0.30782946022911206,0.25,442.0
11140540,회현동,16.6198190974,2.3853514015416,1502.9867164727889,698.0324020908,11.63387336818,63125.442091857134,120061.5731596176,"회현동, 명동, 소공동, 종로1.2.3.4가동, 충현동",0.8022596629449977,302833.66,242951.23,1.0,0.5806033169702414,0.4193966830297587,9.921473094573416,0.5806033169702414,0.3294903825214089,0.5806033169702414,21.0,10320.0,회현동,2,92,302833.66000000003,235916.93,0.7790313996139001,66916.73000000004,0.22096860038609986,2,235916.93,0.7790313996139003,408,0.1335006770911274,3.3895055534898804,0.5638587431153148,29.65128766952851,0.3364650415677042,회현동 | 명동 | 소공동 | 종로1.2.3.4가동 | 충현동,6626171.07,6323337.41,21.88056330990419,11110615,종로1.2.3.4가동,13113292.16,101892.94,0.3364650415677042,0.30782946022911206,0.25,442.0
11140550,명동,17.0822086353,2.4168670929467,1856.8055961289692,717.4527626826,11.95754604471,77985.83503741672,123401.8751814072,"명동, 소공동, 종로1.2.3.4가동, 회현동, 을지로동",0.8001969364485794,530242.12,424298.12,1.0,0.6091153314560998,0.3908846685439002,10.451682492514472,0.6091153314560998,0.3541241630854347,0.6091153314560998,21.0,10320.0,명동,2,92,530242.12,417816.45,0.7879729546947346,112425.66999999998,0.21202704530526542,2,417816.45,0.7879729546947346,423,0.12262366164788277,3.371454228622725,0.5575073153765165,29.120844646417815,0.31278471427354737,명동 | 소공동 | 종로1.2.3.4가동 | 회현동 | 을지로동,10449542.85,9919300.73,19.707115779485793,11110615,종로1.2.3.4가동,13113292.16,165851.63,0.31278471427354737,0.30782946022911206,0.25,442.0
11140570,필동,18.198466035,3.575027739858,1580.4279712807977,764.33557347,12.7389262245,66377.9747937935,131465.71863684,"필동, 명동, 을지로동, 광희동, 종로1.2.3.4가동",0.8028411047292112,295478.02,237221.9,1.0,0.8337613011277627,0.1662386988722373,9.820721821204176,0.8337613011277627,0.2836736177686919,0.8337613011277627,21.0,10320.0,필동,2,92,295478.02,191990.38,0.6497619687582853,103487.64000000001,0.3502380312417147,2,191990.38,0.6497619687582853,388,0.04289388787811903,4.07047422064389,0.6828502892938421,58.58473809773553,0.1334632606513337,필동 | 명동 | 을지로동 | 광희동 | 종로1.2.3.4가동,2316832.81,2021354.79,7.840964989544738,11110615,종로1.2.3.4가동,13113292.16,39435.46,0.1334632606513337,0.30782946022911206,0.25,442.0
11140580,장충동,21.6802948021,3.9642473672802,1398.0051395363769,910.5723816882,15.17620636147,58716.21586052783,156618.4496503704,"장충동, 을지로동, 광희동, 필동, 종로1.2.3.4가동",0.8045780520377852,269398.86,216752.41,1.0,0.8802117125249035,0.1197882874750966,12.779123445861076,0.8802117125249035,0.1911447120180828,0.8802117125249035,21.0,10320.0,장충동,2,92,269398.86,170179.91999999998,0.63170245041126,99218.94,0.36829754958873995,2,170179.91999999998,0.63170245041126,365,0.033466553339623235,4.13816652814613,0.7013963599948707,62.68777973882716,0.09637902699365544,장충동 | 을지로동 | 광희동 | 필동 | 종로1.2.3.4가동,1071835.8,802436.9400000001,3.9786203995072587,11110615,종로1.2.3.4가동,13113292.16,25964.4,0.09637902699365544,0.30782946022911206,0.25,442.0
11140590,광희동,19.3678054812,4.0217887309222,1509.5599999873075,813.4478302104001,13.557463836840002,63401.51999946693,139913.02679618882,"광희동, 명동, 을지로동, 회현동, 종로1.2.3.4가동",0.8020256907859186,430432.92,345218.26,1.0,0.8193963436348934,0.1806036563651065,8.905600720647593,0.8193963436348934,0.2174672149499716,0.8193963436348934,21.0,10320.0,광희동,2,92,430432.92,271034.95,0.6296798813622342,159397.96999999997,0.37032011863776587,2,271034.95,0.6296798813622341,409,0.04232870473003385,4.189825082833666,0.6967115957634901,66.01124345085994,0.14484877225468723,광희동 | 명동 | 을지로동 | 회현동 | 종로1.2.3.4가동,3139462.02,2709029.1,7.293731204388363,11110615,종로1.2.3.4가동,13113292.16,62347.68,0.14484877225468723,0.30782946022911206,0.25,442.0
11140605,을지로동,17.5581911494,2.5006929590429,1549.280360524947,737.4440282748,12.29073380458,65069.77514204776,126840.37286326558,"을지로동, 명동, 종로1.2.3.4가동, 필동, 광희동",0.8011909703412987,293794.05,235385.14,1.0,0.7187230680747306,0.2812769319252693,8.541184066330526,0.7187230680747306,0.3513386824867235,0.7187230680747306,21.0,10320.0,을지로동,2,92,293794.05,216602.87,0.737260914576044,77191.18,0.26273908542395596,2,216602.87,0.737260914576044,394,0.0839535318050454,3.539960914708073,0.5923281561664401,34.46557206758551,0.22535653802383,을지로동 | 명동 | 종로1.2.3.4가동 | 필동 | 광희동,3541302.57,3247508.52,12.053690569975805,11110615,종로1.2.3.4가동,13113292.16,66208.41,0.22535653802383,0.30782946022911206,0.25,442.0
11140615,신당동,19.5028579139,4.1151210398023,1543.746097262508,819.1200323837999,13.65200053973,64837.33608502534,140888.64557001358,"신당동, 광희동, 회현동, 명동, 종로1.2.3.4가동",0.8019840464576354,448684.05,359837.45,1.0,0.878790214859515,0.1212097851404849,8.393683602824842,0.878790214859515,0.4126667387430272,0.878790214859515,21.0,10320.0,신당동,2,92,448684.05,264577.33,0.5896740256311763,184106.71999999997,0.4103259743688236,2,264577.33,0.5896740256311763,411,0.026468080469127298,4.467248227444699,0.7422412627397705,87.116667620932,0.09720831395722669,신당동 | 광희동 | 회현동 | 명동 | 종로1.2.3.4가동,1261380.11,812696.06,2.8112880544784247,11110615,종로1.2.3.4가동,13113292.16,43615.82,0.09720831395722669,0.30782946022911206,0.25,442.0
11140625,다산동,23.9397949728,5.2762705987864,1493.720717815375,1005.4713888576,16.75785648096,62736.27014824576,172941.0788835072,"다산동, 광희동, 종로1.2.3.4가동, 신당동, 명동",0.8001647012967272,751760.93,601532.5599999999,1.0,0.909290080656648,0.0907099193433519,11.014328959796856,0.909290080656648,0.4323051671255448,0.909290080656648,21.0,10320.0,다산동,2,92,751760.93,406370.69,0.5405584059815398,345390.24000000005,0.45944159401846013,2,406370.69,0.5405584059815398,397,0.018809748767719365,4.627990266133278,0.7734023306815364,102.30824501411526,0.07258287551602342,다산동 | 광희동 | 종로1.2.3.4가동 | 신당동 | 명동,893738.62,141977.68999999994,1.1888601606364406,11110615,종로1.2.3.4가동,13113292.16,54564.97,0.07258287551602342,0.30782946022911206,0.25,442.0
11140635,약수동,23.2046317938,5.9222931945804,1456.7192172350867,974.5945353396,16.24324225566,61182.20712387364,167630.2600784112,"다산동, 약수동, 종로1.2.3.4가동, 명동, 여의동",0.8020301061975027,605537.78,485659.53,1.0,0.9476459362385002,0.0523540637614997,8.092498099105473,0.9476459362385002,0.553050472067126,0.9476459362385002,21.0,10320.0,약수동,2,92,605537.78,289604.4,0.47825983706582276,315933.38,0.5217401629341772,2,289604.4,0.47825983706582276,365,0.016168328065569407,4.720585661397283,0.8001131847710681,112.23396452396796,0.053140383742860765,다산동 | 약수동 | 종로1.2.3.4가동 | 명동 | 여의동,279794.94,-325742.84,0.46206025328427897,11110615,종로1.2.3.4가동,13113292.16,25426.25,0.041989535318506466,0.30782946022911206,0.25,442.0
11140645,청구동,25.2986267995,5.9501676415895,1561.6762387533736,1062.542325579,17.70903875965,65590.40202764168,182757.279999588,"종로1.2.3.4가동, 다산동, 여의동, 청구동, 역삼1동",0.8005055363254255,578371.89,462989.9,1.0,0.9587808502950064,0.0412191497049935,10.920876214005276,0.9587808502950064,0.5001133940056625,0.9587808502950064,21.0,10320.0,청구동,2,92,578371.89,267721.98,0.4628889899887769,310649.91000000003,0.5371110100112231,2,267721.98,0.4628889899887769,368,0.015357844467050501,4.717275506126322,0.7984443609703842,111.86306687778166,0.046516282110460105,종로1.2.3.4가동 | 다산동 | 여의동 | 청구동 | 역삼1동,227265.35,-351106.54000000004,0.39293982631140667,11110615,종로1.2.3.4가동,13113292.16,19084.05,0.03299615754147388,0.30782946022911206,0.25,442.0
11140650,신당5동,22.2130890052,5.026076037341,1458.575530960881,932.9497382184,15.54916230364,61260.172300357,160467.3549735648,"명동, 신당동, 신당5동, 종로1.2.3.4가동, 왕십리도선동",0.8008344656307754,561851.78,449950.27,1.0,0.9525946278463172,0.0474053721536826,6.814235859772718,0.9525946278463172,0.448039935474759,0.9525946278463172,21.0,10320.0,신당5동,2,92,561851.78,260460.32,0.46357478835432364,301391.46,0.5364252116456764,2,260460.32,0.46357478835432364,373,0.017361401622023098,4.602022895117092,0.7771615216393444,99.68576566571166,0.04239780107130745,명동 | 신당동 | 신당5동 | 종로1.2.3.4가동 | 왕십리도선동,347717.93,-214133.85000000003,0.6188783988545875,11110615,종로1.2.3.4가동,13113292.16,21330.06,0.037963855876722505,0.30782946022911206,0.25,442.0
11140665,동화동,24.6751918592,5.6614902961284,1525.6194839521218,1036.3580580864,17.27263430144,64076.01832598911,178253.5859908608,"종로1.2.3.4가동, 동화동, 신당동, 을지로동, 여의동",0.801271327487617,481418.05,385746.48,1.0,0.9384617845378654,0.0615382154621346,9.49149742126946,0.9384617845378654,0.7458976911323483,0.9384617845378654,21.0,10320.0,동화동,2,92,481418.05,233455.11,0.48493219147059397,247962.94,0.515067808529406,2,233455.11,0.48493219147059397,369,0.01806965200434225,4.630059817771485,0.7833224684594207,102.52019645676428,0.05353324413158169,종로1.2.3.4가동 | 동화동 | 신당동 | 을지로동 | 여의동,513689.26,32271.21000000002,1.06703365193723,11110615,종로1.2.3.4가동,13113292.16,23738.15,0.04930880759456361,0.30782946022911206,0.25,442.0
11140670,황학동,24.723146848,4.9656459215436,1407.5667625051765,1038.3721676159998,17.306202793599997,59117.80402521741,178600.01282995197,"명동, 황학동, 종로1.2.3.4가동, 신당동, 광희동",0.8014122677999066,693440.72,555731.9,1.0,0.9423073607975356,0.0576926392024643,10.520516631643416,0.9423073607975356,0.3561735207077232,0.9423073607975356,21.0,10320.0,황학동,2,92,693440.72,350248.02,0.5050871832274286,343192.69999999995,0.4949128167725714,2,350248.02,0.5050871832274286,365,0.020895594736453797,4.521975401808904,0.7664498432439852,92.01718948356802,0.07093578236939994,명동 | 황학동 | 종로1.2.3.4가동 | 신당동 | 광희동,397699.73,-295740.99,0.5735165509172868,11110615,종로1.2.3.4가동,13113292.16,32061.64,0.04623558881860875,0.30782946022911206,0.25,442.0
